"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 06:21:55 UTC 2025","Wed May 28 06:21:55 UTC 2025","251","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 06:21:58 UTC 2025","Wed May 28 06:21:58 UTC 2025","253","A - A - A - Unity API Automation","","","","","Log Out",""
"passed","Wed May 28 06:21:53 UTC 2025","Wed May 28 06:21:53 UTC 2025","255","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"passed","Wed May 28 06:21:53 UTC 2025","Wed May 28 06:21:53 UTC 2025","250","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"passed","Wed May 28 06:21:50 UTC 2025","Wed May 28 06:21:51 UTC 2025","252","A - A - A - Unity API Automation","Login","","","","User Login",""
"passed","Wed May 28 06:21:54 UTC 2025","Wed May 28 06:21:54 UTC 2025","252","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 06:21:51 UTC 2025","Wed May 28 06:21:51 UTC 2025","255","A - A - A - Unity API Automation","Login","","","","Account",""
"failed","Wed May 28 06:21:56 UTC 2025","Wed May 28 06:21:57 UTC 2025","252","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"failed","Wed May 28 06:21:57 UTC 2025","Wed May 28 06:21:57 UTC 2025","253","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Wed May 28 06:21:55 UTC 2025","Wed May 28 06:21:56 UTC 2025","255","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"passed","Wed May 28 06:21:53 UTC 2025","Wed May 28 06:21:54 UTC 2025","252","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"failed","Wed May 28 06:21:57 UTC 2025","Wed May 28 06:21:57 UTC 2025","252","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"failed","Wed May 28 06:21:56 UTC 2025","Wed May 28 06:21:56 UTC 2025","253","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"failed","Wed May 28 06:21:52 UTC 2025","Wed May 28 06:21:52 UTC 2025","492","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"passed","Wed May 28 06:21:51 UTC 2025","Wed May 28 06:21:51 UTC 2025","265","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Wed May 28 06:21:54 UTC 2025","Wed May 28 06:21:54 UTC 2025","253","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 06:21:56 UTC 2025","Wed May 28 06:21:56 UTC 2025","252","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"passed","Wed May 28 06:21:54 UTC 2025","Wed May 28 06:21:54 UTC 2025","252","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"passed","Wed May 28 06:21:55 UTC 2025","Wed May 28 06:21:55 UTC 2025","251","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"failed","Wed May 28 06:21:55 UTC 2025","Wed May 28 06:21:55 UTC 2025","251","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 06:21:51 UTC 2025","Wed May 28 06:21:51 UTC 2025","255","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"failed","Wed May 28 06:21:51 UTC 2025","Wed May 28 06:21:52 UTC 2025","491","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"failed","Wed May 28 06:21:56 UTC 2025","Wed May 28 06:21:56 UTC 2025","253","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"failed","Wed May 28 06:21:57 UTC 2025","Wed May 28 06:21:57 UTC 2025","253","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"failed","Wed May 28 06:21:52 UTC 2025","Wed May 28 06:21:53 UTC 2025","490","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"failed","Wed May 28 06:21:57 UTC 2025","Wed May 28 06:21:58 UTC 2025","257","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"passed","Wed May 28 06:21:54 UTC 2025","Wed May 28 06:21:55 UTC 2025","251","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
