"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 28 07:14:38 UTC 2025","Wed May 28 07:14:38 UTC 2025","247","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"passed","Wed May 28 07:14:35 UTC 2025","Wed May 28 07:14:35 UTC 2025","246","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"passed","Wed May 28 07:14:32 UTC 2025","Wed May 28 07:14:32 UTC 2025","247","A - A - A - Unity API Automation","Login","","","","User Login",""
"failed","Wed May 28 07:14:34 UTC 2025","Wed May 28 07:14:35 UTC 2025","480","A - A - A - Unity API Automation","Fund Transfer","","","","RTGS",""
"failed","Wed May 28 07:14:37 UTC 2025","Wed May 28 07:14:37 UTC 2025","247","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 07:14:37 UTC 2025","Wed May 28 07:14:38 UTC 2025","249","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"failed","Wed May 28 07:14:39 UTC 2025","Wed May 28 07:14:39 UTC 2025","249","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Wed May 28 07:14:32 UTC 2025","Wed May 28 07:14:32 UTC 2025","250","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"passed","Wed May 28 07:14:36 UTC 2025","Wed May 28 07:14:36 UTC 2025","246","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"failed","Wed May 28 07:14:33 UTC 2025","Wed May 28 07:14:34 UTC 2025","482","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"passed","Wed May 28 07:14:40 UTC 2025","Wed May 28 07:14:40 UTC 2025","238","A - A - A - Unity API Automation","RD","","","","FD Rate Lists",""
"failed","Wed May 28 07:14:38 UTC 2025","Wed May 28 07:14:38 UTC 2025","247","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"passed","Wed May 28 07:14:35 UTC 2025","Wed May 28 07:14:35 UTC 2025","247","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"failed","Wed May 28 07:14:36 UTC 2025","Wed May 28 07:14:36 UTC 2025","248","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"failed","Wed May 28 07:14:33 UTC 2025","Wed May 28 07:14:33 UTC 2025","484","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"failed","Wed May 28 07:14:38 UTC 2025","Wed May 28 07:14:38 UTC 2025","248","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"failed","Wed May 28 07:14:39 UTC 2025","Wed May 28 07:14:39 UTC 2025","252","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"passed","Wed May 28 07:14:39 UTC 2025","Wed May 28 07:14:40 UTC 2025","239","A - A - A - Unity API Automation","RD","","","","Fetch Deposits",""
"passed","Wed May 28 07:14:36 UTC 2025","Wed May 28 07:14:36 UTC 2025","249","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"passed","Wed May 28 07:14:32 UTC 2025","Wed May 28 07:14:32 UTC 2025","247","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Wed May 28 07:14:40 UTC 2025","Wed May 28 07:14:40 UTC 2025","250","A - A - A - Unity API Automation","","","","","Log Out",""
"failed","Wed May 28 07:14:32 UTC 2025","Wed May 28 07:14:33 UTC 2025","248","A - A - A - Unity API Automation","Login","","","","Account",""
"passed","Wed May 28 07:14:36 UTC 2025","Wed May 28 07:14:37 UTC 2025","247","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"failed","Wed May 28 07:14:34 UTC 2025","Wed May 28 07:14:34 UTC 2025","482","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
"failed","Wed May 28 07:14:38 UTC 2025","Wed May 28 07:14:39 UTC 2025","248","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"failed","Wed May 28 07:14:37 UTC 2025","Wed May 28 07:14:37 UTC 2025","250","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"passed","Wed May 28 07:14:37 UTC 2025","Wed May 28 07:14:37 UTC 2025","245","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"passed","Wed May 28 07:14:35 UTC 2025","Wed May 28 07:14:35 UTC 2025","245","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"passed","Wed May 28 07:14:35 UTC 2025","Wed May 28 07:14:36 UTC 2025","247","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Wed May 28 07:14:39 UTC 2025","Wed May 28 07:14:39 UTC 2025","248","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
