"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 29 16:51:50 UTC 2025","Thu May 29 16:51:50 UTC 2025","255","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary Search",""
"passed","Thu May 29 16:51:50 UTC 2025","Thu May 29 16:51:51 UTC 2025","255","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Delete Validate",""
"failed","Thu May 29 16:51:54 UTC 2025","Thu May 29 16:51:54 UTC 2025","257","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last 90 Days",""
"passed","Thu May 29 16:51:52 UTC 2025","Thu May 29 16:51:52 UTC 2025","256","A - A - A - Unity API Automation","Inter Beneficiary","","","","Delete Validate",""
"failed","Thu May 29 16:51:53 UTC 2025","Thu May 29 16:51:53 UTC 2025","256","A - A - A - Unity API Automation","Mini Statement","","","","Excel Mini Statement",""
"failed","Thu May 29 16:51:54 UTC 2025","Thu May 29 16:51:54 UTC 2025","258","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last FY",""
"failed","Thu May 29 16:51:54 UTC 2025","Thu May 29 16:51:55 UTC 2025","259","A - A - A - Unity API Automation","","","","","Log Out",""
"failed","Thu May 29 16:51:48 UTC 2025","Thu May 29 16:51:48 UTC 2025","258","A - A - A - Unity API Automation","Login","","","","Account",""
"failed","Thu May 29 16:51:53 UTC 2025","Thu May 29 16:51:53 UTC 2025","257","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Last Month",""
"failed","Thu May 29 16:51:52 UTC 2025","Thu May 29 16:51:52 UTC 2025","256","A - A - A - Unity API Automation","Inter Beneficiary","","","","beneficiary Delete",""
"passed","Thu May 29 16:51:50 UTC 2025","Thu May 29 16:51:50 UTC 2025","255","A - A - A - Unity API Automation","INTRA Beneficiary","","","","INTRA Beneficiary Add Validate",""
"failed","Thu May 29 16:51:52 UTC 2025","Thu May 29 16:51:52 UTC 2025","261","A - A - A - Unity API Automation","Excel Detailed Statement","","","","Excel Detailed Statement",""
"failed","Thu May 29 16:51:49 UTC 2025","Thu May 29 16:51:49 UTC 2025","499","A - A - A - Unity API Automation","Fund Transfer","","","","IMPS",""
"failed","Thu May 29 16:51:48 UTC 2025","Thu May 29 16:51:48 UTC 2025","501","A - A - A - Unity API Automation","Fund Transfer","","","","NEFT",""
"passed","Thu May 29 16:51:47 UTC 2025","Thu May 29 16:51:47 UTC 2025","255","A - A - A - Unity API Automation","Login","","","","Verify OTP",""
"failed","Thu May 29 16:51:53 UTC 2025","Thu May 29 16:51:53 UTC 2025","260","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF This Month",""
"failed","Thu May 29 16:51:52 UTC 2025","Thu May 29 16:51:53 UTC 2025","257","A - A - A - Unity API Automation","Mini Statement","","","","PDF Mini Statement",""
"passed","Thu May 29 16:51:47 UTC 2025","Thu May 29 16:51:47 UTC 2025","257","A - A - A - Unity API Automation","Login","","","","User Login",""
"failed","Thu May 29 16:51:51 UTC 2025","Thu May 29 16:51:51 UTC 2025","257","A - A - A - Unity API Automation","INTRA Beneficiary","","","","beneficiary Delete",""
"passed","Thu May 29 16:51:51 UTC 2025","Thu May 29 16:51:51 UTC 2025","255","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Add",""
"passed","Thu May 29 16:51:51 UTC 2025","Thu May 29 16:51:51 UTC 2025","255","A - A - A - Unity API Automation","Inter Beneficiary","","","","INTER Beneficiary Add Validate",""
"passed","Thu May 29 16:51:51 UTC 2025","Thu May 29 16:51:52 UTC 2025","256","A - A - A - Unity API Automation","Inter Beneficiary","","","","Beneficiary Search",""
"failed","Thu May 29 16:51:53 UTC 2025","Thu May 29 16:51:54 UTC 2025","256","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Current FE",""
"passed","Thu May 29 16:51:50 UTC 2025","Thu May 29 16:51:50 UTC 2025","255","A - A - A - Unity API Automation","INTRA Beneficiary","","","","Beneficiary add",""
"failed","Thu May 29 16:51:54 UTC 2025","Thu May 29 16:51:54 UTC 2025","258","A - A - A - Unity API Automation","PDF Detail Statement","","","","PDF Custom Range",""
"failed","Thu May 29 16:51:47 UTC 2025","Thu May 29 16:51:48 UTC 2025","261","A - A - A - Unity API Automation","Login","","","","Search Beneficiary",""
"failed","Thu May 29 16:51:49 UTC 2025","Thu May 29 16:51:50 UTC 2025","498","A - A - A - Unity API Automation","Fund Transfer","","","","INTRA",""
